id,label
1245,0.540779
10689,0.960936
10185,0.443699
9471,0.769091
2707,0.574846
12218,0.0413343
10315,0.999242
6590,0.866003
11551,0.416375
7372,0.971203
8837,0.719379
5619,0.785022
10189,0.908147
6065,0.927903
2850,0.035946
131,0.795701
575,0.555056
174,0.0151004
9655,0.99669
1486,0.842538
6562,0.90236
10013,0.508304
5818,0.00460468
5359,0.136346
7419,0.043717
2257,0.0623889
9565,0.958738
6581,0.186818
8382,0.994953
11767,0.812023
3048,0.0319911
7068,0.9963
5666,0.0988184
380,0.0806629
9254,0.328201
5500,0.00737842
11239,0.648502
9297,0.99532
8793,0.942494
10003,0.962671
9652,0.421451
4866,0.592694
6617,0.190395
6515,0.0362012
589,0.119707
2064,0.314486
3198,0.266817
5638,0.0191308
8721,0.901342
5832,0.35253
9394,0.748282
3852,0.134978
199,0.989639
975,0.282045
6385,0.997369
3767,0.0126522
11427,0.943655
710,0.540715
516,0.967688
4061,0.109762
7479,0.898861
7956,0.991941
1241,0.914023
8288,0.992582
9473,0.912319
2312,0.050708
8234,0.820833
2404,0.55025
10663,0.621551
6443,0.992105
1763,0.0161309
1268,0.0723969
7287,0.607056
7854,0.419929
2162,0.0543864
1883,0.569725
8576,0.0131586
12253,0.950859
8322,0.548628
2255,0.584786
2291,0.160483
1009,0.97838
4851,0.166213
2684,0.987825
6542,0.993189
9001,0.985159
9992,0.849685
3268,0.142511
8177,0.300419
5583,0.0981461
5787,0.942756
7606,0.820466
1821,0.997235
2882,0.445393
888,0.0146029
3780,0.955036
7821,0.1887
9308,0.510099
10648,0.985082
6608,0.997914
5032,0.0411204
1707,0.73381
1787,0.996426
513,0.857059
2567,0.290702
254,0.205818
3103,0.999823
1331,0.586793
494,0.0294282
6170,0.972089
5574,0.297773
10675,0.0982235
10665,0.95833
2419,0.139986
8637,0.999688
1101,0.797524
12463,0.230427
3504,0.995695
4520,0.981135
8389,0.993626
3041,0.771555
6115,0.0168399
2824,0.997145
2658,0.0130881
8965,0.857095
1,0.95602
2123,0.382089
2922,0.0667912
10298,0.808295
6212,0.17455
3784,0.967067
5994,0.085807
8397,0.0315087
11896,0.0294653
4208,0.0823109
4374,0.00152817
9442,0.322734
4976,0.937918
10846,0.439804
11866,0.336113
2461,0.40331
4575,0.805956
5884,0.67074
2720,0.107434
10199,0.126435
11901,0.969546
8701,0.156035
11665,0.88168
5166,0.167437
2185,0.995601
6922,0.100645
8763,0.353247
2356,0.43508
6471,0.36714
11594,0.855554
11578,0.00530794
5890,0.958469
204,0.939797
5784,0.995012
2628,0.996154
4646,0.356997
6260,0.885497
2531,0.0051414
10146,0.974498
808,0.71403
11215,0.0453992
6686,0.0486105
707,0.957394
9421,0.977092
4343,0.238043
11793,0.47709
447,0.000689685
2283,0.044217
5235,0.736915
10245,0.987917
5366,0.234608
6825,0.921193
3239,0.779498
11581,0.423762
1880,0.0153974
4399,0.965726
10540,0.994767
10607,0.0555564
5711,0.550739
6724,0.736141
10832,0.422339
9772,0.990825
5439,0.158333
7209,0.993759
11571,0.928091
1086,0.966914
9725,0.0527317
2306,0.997942
10681,0.0104951
11479,0.236589
5886,0.98152
7231,0.999364
4906,0.036671
5804,0.889313
5293,0.385654
7512,0.675616
316,0.142436
408,0.904045
5269,0.00069408
5271,0.995187
3975,0.660319
4842,0.00751214
4366,0.0816708
1598,0.842564
11727,0.203712
12052,0.995351
8904,0.00686528
5154,0.0100441
10493,0.531686
4100,0.0175205
3179,0.120105
6475,0.0997146
149,0.00293159
11589,0.772508
4972,0.163371
2536,0.305741
9724,0.391124
9616,0.746778
10808,0.858453
8333,0.697064
8273,0.0187721
10197,0.969123
12033,0.458786
7260,0.376788
12290,0.788923
4266,0.814713
3996,0.971097
8498,0.129806
10756,0.904257
11922,0.926568
12239,0.0226455
8776,0.0274563
11641,0.0101645
10128,0.38857
10662,0.214634
9521,0.982845
2373,0.777324
11891,0.0892294
105,0.675007
322,0.940799
4090,0.429938
990,0.00336997
1985,0.211256
5922,0.895168
1464,0.192018
5662,0.659353
7482,0.210348
2182,0.832108
4675,0.560469
7960,0.984353
9086,0.992382
4299,0.912235
6235,0.24673
1247,0.31534
2594,0.981098
1974,0.173846
10700,0.191111
11627,0.993601
4562,0.853365
8668,0.995148
10929,0.46359
7418,0.0523221
6056,0.0186016
4019,0.0543633
10831,0.119347
7777,0.160683
677,0.0591379
2888,0.105898
770,0.654965
903,0.999615
1391,0.0319745
4526,0.501377
11327,0.111648
8488,0.893539
11815,0.622051
4808,0.99793
11052,0.0611831
5594,0.989368
6166,0.207598
6046,0.99101
6183,0.165375
776,0.112883
4829,0.240775
10534,0.9851
5129,0.530777
9490,0.0310373
4448,0.256569
11739,0.968692
6942,0.0472006
5051,0.0102997
6103,0.873778
2464,0.855749
7132,0.171845
6573,0.992313
6489,0.6842
6095,0.0347532
644,0.986596
2547,0.89396
8478,0.46768
11065,0.999269
3686,0.912471
6172,0.0324005
179,0.171171
10477,0.653077
4895,0.687073
3244,0.670029
11868,0.00952269
2416,0.944194
5208,0.705736
3649,0.00329632
7573,0.503793
8020,0.173634
231,0.981619
1628,0.936545
81,0.373503
8044,0.137526
8094,0.719533
855,0.0194813
9936,0.0138467
9518,0.309712
11912,0.655552
804,0.00808577
891,0.163755
5805,0.880206
10519,0.0121213
8339,0.362775
7608,0.863636
10362,0.238248
2582,0.876348
7655,0.746446
7359,0.971737
10697,0.92771
7651,0.0727791
7769,0.616049
1459,0.00352658
10596,0.099005
3237,0.986915
9527,0.792835
3875,0.990261
10015,0.896739
9340,0.10693
3615,0.464444
6208,0.872715
6400,0.869113
3636,0.0199594
432,0.420373
5420,0.487696
757,0.962003
6960,0.0184485
11523,0.0277056
6665,0.976744
3876,8.18526e-05
2395,0.251773
3689,0.805698
824,0.0189081
4704,0.030545
9683,0.0763565
11626,0.856158
4292,0.311885
2499,0.0060379
2207,0.0293438
11703,0.203452
7056,0.00652251
11849,0.922062
6816,0.929301
10350,0.997768
5508,0.998026
6353,0.0087488
9281,0.997416
7316,0.67574
2355,0.362958
9098,0.00148996
11728,0.0174107
630,0.997106
1652,0.462422
798,0.738074
4800,0.896725
4430,0.995967
4157,0.0251857
6555,0.767687
11313,0.163717
6505,0.163108
752,0.969379
11732,0.967554
3904,0.996733
7403,0.713879
3956,0.972983
8608,0.0116961
3590,0.453971
1799,0.0276432
7133,0.756909
8105,0.955453
11593,0.635017
4130,0.676038
8932,0.0029894
2357,0.994537
8552,0.943156
10290,0.375696
3481,0.0924962
10940,0.959973
9341,0.924686
89,0.0238666
7746,0.0493977
8424,0.46698
12006,0.995937
7797,0.78587
11788,0.0763565
1506,0.940984
8315,0.137309
6011,0.00359148
2645,0.848918
2640,0.0496246
8426,0.0026699
6647,0.836625
10224,0.191651
7322,0.229317
2280,0.997788
6687,0.0167907
8579,0.957229
5368,0.0122304
1454,0.0842253
1637,0.698435
6994,0.959384
6560,0.462419
9598,0.848458
11543,0.715374
6652,0.996969
2204,0.0708156
4917,0.23901
9218,0.822302
7261,0.998576
6990,0.325269
5159,0.410655
9692,0.0540383
1611,0.0206059
6655,0.108919
8052,0.030956
8046,0.226164
11172,0.0226148
11536,0.889264
10429,0.299372
10207,0.916203
7992,0.0761044
6388,0.942066
8168,0.856782
6413,0.0826201
4378,0.714044
10083,0.00488684
1656,0.584814
3129,0.501969
10841,0.100858
11200,0.714571
449,0.00659187
8147,0.976743
8952,0.929056
7497,0.00520459
6394,0.978913
2641,0.86365
9896,0.290636
2743,0.92187
8214,0.0201883
12172,0.997266
79,0.183343
1134,0.390125
10879,0.99142
755,0.0180774
2083,0.978661
372,0.0318839
11114,0.936114
8280,0.9972
4085,0.852896
9452,0.332089
6863,0.922361
9484,0.182371
6556,0.888555
8524,0.785757
10775,0.00244294
8597,0.105232
9028,0.869113
1670,0.0385057
3648,0.841019
5060,0.97085
7652,0.988936
9130,0.187824
8887,0.307222
8540,0.723668
10893,0.0503736
5350,0.922092
5073,0.939116
8813,0.117598
8917,0.797091
576,0.265114
2470,0.966394
7779,0.0701243
10786,0.00408739
9280,0.553134
11663,0.984804
2845,0.856023
9542,0.000412869
7820,0.998464
1920,0.0585345
11823,0.998401
1806,0.0545392
12296,0.0812601
2223,0.940884
5252,0.00466763
1184,0.986939
3480,0.375086
265,0.983197
3252,0.877814
11273,0.935184
7459,0.10205
5731,0.327477
9325,0.0715544
9929,0.0748476
6040,0.48451
6487,0.115198
3859,0.0164366
5088,0.044457
9674,0.997906
9686,0.920962
3700,0.0525608
10593,0.918999
7505,0.90593
9905,0.0784528
6222,0.161247
474,0.984819
887,0.923387
8660,0.245323
9128,0.182523
5988,0.640529
5104,0.153204
3495,0.598509
9470,0.98841
10901,0.278157
9809,0.972842
1940,0.835181
11667,0.490033
11908,0.730501
3251,0.467681
6459,0.0780913
7963,0.855035
6504,0.0826724
1107,0.0584619
477,0.685115
2154,0.85393
11086,0.0615259
12484,0.104436
2986,0.420368
9947,0.994214
10824,0.0164988
3003,0.0852999
2161,0.00129641
12352,0.99505
6837,0.27082
10163,0.997555
9017,0.885554
5526,0.968956
1472,0.467633
6010,0.181862
4515,0.802935
3449,0.00646648
2177,0.714654
7740,0.0299437
7473,0.0619828
2817,0.0415015
2515,0.814284
8558,0.0701078
4939,0.948864
1712,0.0950018
7667,0.54495
5254,0.0263214
1657,0.0107168
5736,0.0159074
8304,0.994414
9499,0.0169204
6453,0.9624
2103,0.384055
5347,0.126644
5342,0.030575
7385,0.204106
3782,0.138616
7154,0.0245672
597,0.129137
1424,0.905875
8546,0.0837345
7410,0.57547
2408,0.361578
1279,0.992373
10255,0.877419
10469,0.335874
11993,0.114245
6271,0.0273714
12297,0.163016
3040,0.00696596
733,0.048586
4660,0.221392
1242,0.999703
5833,0.166302
10708,0.903653
7451,0.0454107
4743,0.139589
4011,0.0150401
6238,0.111472
7047,0.80745
1723,0.744049
10260,0.113129
11971,0.182828
9659,0.999986
8374,0.0182072
7412,0.714804
5178,0.133634
7812,0.921995
9274,0.973352
229,0.987719
7701,0.0721153
1762,0.513436
9935,0.957019
11001,0.283183
5899,0.00275219
2021,0.0447476
2616,0.106904
7374,0.977317
4286,0.237542
11542,0.790408
8499,0.0296637
3663,0.15648
9942,0.812416
5292,0.964812
3612,0.796069
5207,0.426248
9663,0.353416
3944,0.037305
8768,0.243285
4081,0.149709
8957,0.0259021
6229,0.996595
4183,0.0115374
4290,0.755197
1465,0.26815
7380,0.00101612
1186,0.985456
4373,0.014632
1870,0.126474
9792,0.147303
11836,0.822053
7849,0.844879
6917,0.0666803
9314,0.232599
9759,0.0477057
3639,0.0521383
11473,0.992157
5817,0.241347
2134,0.99946
2187,0.0506383
6191,0.521952
10836,0.643011
7103,0.0184449
6800,0.990361
11645,0.585066
2712,0.834115
8862,0.998844
10051,0.0152624
3711,0.377434
11917,0.575279
8939,0.830246
639,0.113337
4006,0.992636
3488,0.644547
3227,0.294082
5727,0.500151
6325,0.134358
6016,0.995478
11105,0.292525
9106,0.944179
8998,0.88325
5056,0.882207
10312,0.0146938
1861,0.30405
8403,0.0605589
11219,0.0130428
735,0.95789
9880,0.999906
11884,0.685902
5869,0.67213
4804,0.759448
8704,0.153707
10050,0.0789601
2788,0.957507
1316,0.0434978
6178,0.581804
5946,0.92273
6434,0.060837
9013,0.605952
1585,0.0389544
4375,0.937126
15,0.0175356
10220,0.997218
4181,0.0159689
4274,0.96203
5585,0.931427
3763,0.0597755
7425,0.183894
8838,0.918698
10405,0.00724362
4892,0.0606194
1030,0.491958
7809,0.0753789
4773,0.997795
7828,0.966905
5978,0.269596
12494,0.864781
12248,0.948302
3862,0.157172
7653,0.143959
691,0.850005
7755,0.194732
3209,0.999427
11180,0.998245
4600,0.0872355
11220,0.101053
11999,0.645967
5101,0.954058
2633,0.0513016
12471,0.988709
9998,0.0877095
10046,0.871252
9688,0.69149
5499,0.0048449
8555,0.00177507
7619,0.016967
1172,0.574297
4805,0.782923
4491,0.975631
5829,0.548019
11899,0.0816264
1552,0.0269211
7162,0.0240083
2615,0.942612
9854,0.115916
10679,0.0353154
7135,0.959624
8324,0.981459
2952,0.999568
2347,0.964882
7348,0.956164
959,0.874989
3678,0.20866
2975,0.970342
11909,0.0632083
5718,0.99765
4395,0.233068
3764,0.782206
2526,0.0543001
6739,0.045902
7029,0.0803835
4497,0.0426977
355,0.8429
6454,0.281423
7787,0.327807
11498,0.0357569
545,0.995767
5455,0.741516
11437,0.28125
1905,0.900133
3508,0.589027
8229,0.961236
12414,0.684513
12451,0.242
1443,0.864846
592,0.0628729
6981,0.0114794
5044,0.144058
5234,0.921561
8127,0.95688
6280,0.969827
8365,0.814164
2313,0.998968
9804,0.0172802
5245,0.0023407
10231,0.993851
5495,0.9727
510,0.932278
1753,0.530945
11408,0.506531
2527,0.927223
11029,0.652798
7976,0.0336586
8235,0.582233
3498,0.185841
6412,0.102682
5109,0.53052
3121,0.0990686
12291,0.998016
4275,0.859823
6200,0.912534
4128,0.143016
10252,0.425144
6668,0.731944
5991,0.268222
1400,0.993944
6355,0.300266
12473,0.204585
3176,0.732674
4658,0.029095
10430,0.845312
754,0.0221299
2360,0.0218985
856,0.0774324
3810,0.849503
3423,0.881454
7509,0.992484
7695,0.944123
8051,0.981598
215,0.919219
5082,0.123393
7827,0.858845
3486,0.728067
11108,0.137018
6240,0.855511
1406,0.154296
7444,0.0261244
11174,0.357206
2445,0.290523
3281,0.765451
3707,0.770709
7357,0.0467029
9968,0.980274
277,0.887343
10305,0.988594
7645,0.882137
1058,0.325746
10712,0.990735
12051,0.644464
4291,0.0298715
6190,0.0267783
11940,0.680302
6344,0.163238
6540,0.998415
4503,0.850951
3322,0.0568503
9557,0.746084
426,0.569765
10473,0.987662
4765,0.996108
2440,0.018839
4771,0.884736
8850,0.699609
4777,0.0499206
11525,0.996088
5836,0.730516
235,0.976672
7179,0.999961
10907,0.999996
11122,0.783979
8292,0.989555
5882,0.440663
9788,0.921303
8175,0.253132
2478,0.960629
1733,0.990027
3817,0.220515
10623,0.022244
9465,0.985186
9556,0.840333
5387,0.183485
2271,0.892439
1053,0.820986
696,0.114477
5313,0.0378168
7994,0.00430978
11822,0.93839
114,0.0647241
9553,0.596671
1539,0.262529
8199,0.965871
10765,0.964992
11423,0.6976
3004,0.071765
12060,0.289653
1450,0.0649258
4506,0.0732789
3527,0.921307
8671,0.987942
10193,0.0127558
4954,0.865515
5113,0.934805
10457,0.178167
3422,0.984185
10733,0.885109
2284,0.61853
2761,0.0208139
12036,0.0418775
2068,0.00567957
12382,0.988143
4595,0.0478125
3119,0.942091
1898,0.152003
10869,0.967566
7693,0.0667575
2413,0.0192321
1841,0.653225
7330,0.934602
11304,0.115765
1826,0.185395
7057,0.138164
2340,0.948609
12411,0.727384
11758,0.997072
4918,0.137231
2937,0.205254
10299,0.0755099
969,0.926393
3531,0.325651
11,0.00391481
7516,0.95732
7274,0.908477
1567,0.00847988
2151,0.200975
561,0.0124038
9383,0.777758
8370,0.322115
1257,0.891094
7774,0.362751
8943,0.158941
9434,0.0440137
6334,0.410781
7715,0.974576
4711,0.995387
5846,0.0298012
5179,0.602855
2568,0.993952
9361,0.995113
6456,0.466242
8973,0.177152
1193,0.0199493
7035,0.0884799
11906,0.306173
10732,0.979599
10202,0.876007
2242,0.0429068
7336,0.987277
7717,0.654248
5900,0.00669746
266,0.0669532
9104,0.966952
12125,0.399784
5617,0.960352
2799,0.232008
5990,0.867505
2228,0.709886
9393,0.20606
18,0.82436
9405,0.13149
11198,0.0766218
9766,0.922293
5156,0.916875
7144,0.334299
147,0.862676
5920,0.0699999
3196,0.999833
9921,0.984132
10367,0.895747
1180,0.96231
7518,0.27389
12354,0.932816
4012,0.153473
11047,0.998422
4166,0.979124
6973,0.0778768
8465,0.478177
11568,0.0521955
8969,0.924611
11853,0.0238858
6796,0.801398
10173,0.0394806
1685,0.169671
7891,0.866278
10556,0.96492
8211,0.277165
7865,0.0941301
11716,0.920387
11343,0.988769
1155,0.99224
12425,0.996697
8990,0.244431
617,0.881412
11134,0.891751
6558,0.254869
11398,0.963263
12355,0.114565
2492,0.00529881
2333,0.955267
1994,0.115016
8994,0.167648
3006,0.0425914
10459,0.0781718
8287,0.110382
12109,0.247436
3272,0.972041
3087,0.100518
643,0.195173
3666,0.0130317
4840,0.999592
10328,0.158525
3296,0.0134189
6174,0.00867691
304,0.0231408
7110,0.878873
10226,0.204691
7411,0.560123
5865,0.00375303
4469,0.988499
310,0.0730618
7400,0.0794823
2065,0.884787
10810,0.16942
3955,0.958968
1915,0.960508
11028,0.0492265
11693,0.0540108
12146,0.963992
8716,0.362844
5283,0.112765
11429,0.963663
3798,0.0910088
2003,0.0854593
11948,0.00644486
12292,0.973548
10370,0.192859
11101,0.984574
9740,0.847972
4258,0.959311
10449,0.998448
12150,0.943037
11939,0.805877
6345,0.412276
7034,0.537375
5954,0.164539
7273,0.0127789
4912,0.930876
5477,0.566141
12162,0.136112
4839,0.0779381
3910,0.730523
6211,0.984478
6672,0.82753
8285,0.559546
11444,0.0118762
6316,0.00561987
8,0.258327
10636,0.627347
8720,0.577989
3178,0.982377
5110,0.0517791
3283,0.0115044
9195,0.669266
11635,0.959675
7142,0.984127
10753,0.0830012
8029,0.665819
8658,0.406161
9950,0.501701
10782,0.884546
3881,0.124719
4689,0.943631
2746,0.0281988
3106,0.175619
165,0.133634
5204,0.0769509
11824,0.956646
8391,0.250473
7945,0.90459
6605,0.0185636
544,0.65261
12046,0.649461
1752,0.152618
5803,0.0622551
1348,0.152567
6118,0.910235
9624,0.995228
842,0.972496
2010,0.982118
7320,0.0634792
695,0.998463
3233,0.0721446
10079,0.00957254
5908,0.995773
11297,0.809721
3419,0.993673
3601,0.964359
2610,0.0775311
3439,0.551796
6654,0.981407
9439,0.0588432
761,0.830614
1939,0.981532
11730,0.228628
58,0.0731162
7352,0.913287
6184,0.118075
1266,0.303038
5373,0.0732877
5934,0.0672395
12231,0.559492
4441,0.0561451
9588,0.00621086
12379,0.97738
8986,0.284262
1988,0.010467
6561,0.388777
10351,0.00855331
5255,0.0697799
4035,0.0240592
2411,0.0398792
3586,0.81161
10694,0.0373894
11079,0.808078
4282,0.996205
6634,0.0065422
5047,0.226324
7853,0.970659
7194,0.0795624
11099,0.116504
324,0.0161723
3424,0.712302
9907,0.163945
5705,0.859945
2454,0.0198764
6330,0.448267
3959,0.00544084
11372,0.829054
4801,0.812669
10617,0.464155
8968,0.745673
3664,0.778247
10811,0.998079
4841,0.430561
1473,0.195666
8881,0.999872
1987,0.329287
7850,0.0419513
11558,0.0876896
2334,0.999511
3383,0.226496
7423,0.994177
12026,0.674219
10463,0.102847
7152,0.710855
11382,0.145154
1984,0.969851
1481,0.997764
11588,0.00464473
10936,0.649453
10550,0.571322
10965,0.0248958
5206,0.128939
3077,0.0151702
5690,0.874942
10472,0.0218793
9320,0.138128
12000,0.180119
6481,0.686025
1100,0.309743
1943,0.129125
6991,0.402009
9366,0.995178
6940,0.169112
11247,0.992453
3928,0.785589
7267,0.887289
3721,0.17368
7276,0.0755991
2999,0.0773826
9328,0.257678
8099,0.0976398
11808,0.917136
6070,0.903707
12029,0.0523903
9429,0.186124
7098,0.646385
2858,0.154914
5527,0.949154
5352,0.25289
4458,0.377323
2336,0.912698
741,0.664961
7674,0.999777
3005,0.102496
11915,0.891055
11458,0.995073
4722,0.0124863
9717,0.0042625
631,0.591414
1434,0.996991
42,0.993352
6156,0.250627
4933,0.586567
2226,0.967825
9065,0.413356
8243,0.903751
3407,0.961943
2766,0.885472
169,0.238386
1519,0.122505
8033,0.972158
10507,0.252623
1734,0.209707
6151,0.303259
600,0.390514
6523,0.830752
8025,0.361619
1882,0.552385
1421,0.959387
764,0.0248463
8174,0.994632
6165,0.0772063
7863,0.124892
3616,0.0126598
11124,0.0277777
2140,0.177124
375,0.85885
5330,0.146371
12350,0.626323
1040,0.999924
12053,0.044577
9526,0.349004
10920,0.887348
11633,0.261205
9026,0.934609
8198,0.70129
6858,0.165647
7869,0.999788
2241,0.996439
3802,0.601292
9906,0.571579
11951,0.774036
2755,0.975643
9255,0.933414
4650,0.842925
11751,0.0235973
3199,0.0531525
11840,0.985416
6860,0.11087
5363,0.143995
4041,0.72048
6781,0.739633
4959,0.731909
11773,0.339086
5134,0.349
12310,0.543099
3189,0.984822
3626,0.972727
3916,0.381562
6813,0.980407
5126,0.043624
3369,0.10652
12388,0.38918
3454,0.99407
11590,0.0218684
8667,0.0210617
6054,0.981636
7089,0.00822094
5372,0.106291
6364,0.199607
11876,0.133413
669,0.99493
12402,0.0166152
934,0.165917
653,0.110962
9657,0.998906
12081,0.0439544
7654,0.369913
10790,0.274358
2432,0.888282
10590,0.0033032
5541,0.532836
10573,0.0276652
9063,0.334899
4984,0.976323
1934,0.0236819
9667,0.989339
7676,0.0374883
3539,0.847061
7877,0.715582
8360,0.979526
5630,0.680494
4669,0.708871
5068,0.323178
12095,0.0978142
6410,0.132714
5020,0.960316
7353,0.875123
12161,0.00863926
972,0.0678253
2927,0.978929
7388,0.657463
280,0.831614
9185,0.925433
10789,0.0492144
2681,0.0064888
1390,0.102088
10812,0.219129
108,0.940468
10615,0.032789
5405,0.422928
6287,0.763946
10421,0.531974
9364,0.85912
6613,0.0334596
12424,0.826874
3208,0.0503869
5876,0.157983
7915,0.194347
4472,0.987272
6059,0.653961
8581,0.858699
8739,0.940439
1238,0.0625015
2143,0.966708
4247,0.79101
6452,0.00859823
12229,0.0253145
882,0.988361
2727,0.715718
12364,0.497483
7328,0.99385
3563,0.976801
7572,0.897192
1061,0.015583
3203,0.501183
3913,0.188499
5970,0.928908
743,0.321523
9352,0.0162141
6723,0.00179593
6962,0.661284
1979,0.926498
756,0.0325422
8864,0.990218
5699,0.00640311
532,0.963883
12220,0.0413226
5743,0.00301779
9646,0.993332
2315,0.512661
6622,0.993504
7345,0.0337547
1642,0.368553
1000,0.880707
8764,0.282783
2369,0.0419576
7166,0.999344
6139,0.688911
11715,0.836553
7143,0.423049
9712,0.0838783
5726,0.0218743
10323,0.981972
9679,0.889297
9245,0.54007
731,0.530847
6795,0.0192451
7167,0.314224
6953,0.989341
2559,0.999999
3157,0.975041
6264,0.934817
9592,0.0490041
10525,0.191007
7750,0.704257
5968,0.983301
163,0.00473211
6490,0.0194684
1601,0.0171572
6220,0.054454
7564,0.990538
7120,0.816586
2542,0.03192
2852,0.0321907
10701,0.96052
7741,0.0535756
12032,0.053132
8899,0.799544
9703,0.676752
7285,0.735967
3082,0.0571467
341,0.0673495
368,0.508804
5196,0.0355406
7544,0.992104
11141,0.931343
12021,0.999975
7903,0.992507
4253,0.199618
10875,0.981638
307,0.908975
11118,0.0829257
3392,0.0960875
5217,0.203965
7860,0.16786
9103,0.0627022
10103,0.0873444
12392,0.984535
5708,0.760116
2972,0.620579
12098,0.997699
11230,0.822556
11838,0.951282
5627,0.0954999
10881,0.895287
6278,0.163463
